                  pl_name,               hostname,sy_snum,sy_pnum, pl_orbsmax,pl_rade, pl_bmasse, st_teff, st_rad,     sy_dist
                HATS-43 b,                HATS-43,      1,      1,   0.049440, 13.227,  82.95363, 5099.00,   0.81, 362.2730000
                HATS-44 b,                HATS-44,      1,      1,   0.036490, 11.960, 177.98480, 5080.00,   0.85, 446.0350000
                HATS-45 b,                HATS-45,      1,      1,   0.055110, 14.415, 222.48100, 6450.00,   1.31, 772.1100000
                HATS-46 b,                HATS-46,      1,      1,   0.053670, 10.122,  54.98459, 5495.00,   0.85, 453.8080000
                HATS-47 b,                HATS-47,      1,      1,   0.042690, 12.520, 117.27927, 4512.00,   0.66, 300.6700000
              HATS-48 A b,              HATS-48 A,      2,      1,   0.037690,  8.967,  77.23269, 4546.00,   0.72, 263.6090000
                HATS-49 b,                HATS-49,      1,      1,   0.045150,  8.575, 112.19399, 4405.00,   0.70, 324.4130000
                 HATS-5 b,                 HATS-5,      1,      1,   0.054200, 10.223,  75.32300, 5304.00,   0.87, 246.3840000
                HATS-50 b,                HATS-50,      1,      1,   0.050460, 12.666, 123.95370, 5990.00,   1.12, 756.7420000
                HATS-51 b,                HATS-51,      1,      1,   0.046390, 15.805, 244.09344, 5758.00,   1.44, 389.5700000
                HATS-52 b,                HATS-52,      1,      1,   0.024980, 15.491, 711.93920, 6010.00,   1.05, 555.1340000
                HATS-53 b,                HATS-53,      1,      1,   0.047530, 15.020, 189.10885, 5644.00,   1.10, 585.7700000
                HATS-54 b,                HATS-54,      1,      1,   0.037630, 11.960, 241.55080, 5702.00,   1.32, 748.5850000
                HATS-55 b,                HATS-55,      1,      1,   0.054120, 14.022, 292.72143, 6214.00,   1.13, 609.8380000
                HATS-56 b,                HATS-56,      1,      1,   0.060430, 18.921, 191.33366, 6536.00,   2.20, 564.4090000
                HATS-57 b,                HATS-57,      1,      1,   0.034930, 12.767,1000.21101, 5587.00,   0.96, 279.4850000
                HATS-59 b,                HATS-59,      1,      2,   0.061120, 12.621, 256.17098, 5670.00,   1.04, 642.8840000
                HATS-59 c,                HATS-59,      1,      2,   2.504000,unknown,4036.44100, 5670.00,   1.04, 642.8840000
                HATS-60 b,                HATS-60,      1,      1,   0.047080, 12.924, 210.40346, 5688.00,   1.46, 486.4740000
                HATS-61 b,                HATS-61,      1,      1,   0.079080, 13.395,1080.62200, 5542.00,   1.66, 679.7610000
                HATS-62 b,                HATS-62,      1,      1,   0.041630, 11.825,  56.89157, 5416.00,   0.93, 523.0670000
                HATS-63 b,                HATS-63,      1,      1,   0.040260, 13.529, 305.11680, 5627.00,   1.07, 623.2320000
                HATS-64 b,                HATS-64,      1,      1,   0.065620, 18.820, 305.11680, 6554.00,   2.11,1080.1500000
                HATS-65 b,                HATS-65,      2,      1,   0.044970, 16.825, 260.93843, 6277.00,   1.31, 493.3200000
                HATS-66 b,                HATS-66,      1,      1,   0.047140, 15.816,1694.03390, 6626.00,   1.84,1477.9800000
                HATS-67 b,                HATS-67,      1,      1,   0.030320, 18.887, 460.85350, 6594.00,   1.44, 960.1090000
                HATS-68 b,                HATS-68,      1,      1,   0.050710, 13.809, 410.00070, 6147.00,   1.75, 603.9550000
                HATS-69 b,                HATS-69,      1,      1,   0.032110, 10.593, 183.38791, 5137.00,   0.88, 414.5370000
                 HATS-7 b,                 HATS-7,      1,      1,   0.040120,  6.311,  38.13960, 4985.00,   0.81, 240.7070000
                HATS-72 b,                HATS-72,      1,      1,   0.066517,  8.097,  39.85588, 4656.10,   0.72, 127.5890000
                HATS-76 b,                HATS-76,      1,      1,   0.026580, 12.094, 835.57088, 4016.00,   0.63, 385.6890000
                HATS-77 b,                HATS-77,      1,      1,   0.036070, 13.058, 436.69623, 4071.00,   0.64, 436.1760000
                 HATS-8 b,                 HATS-8,      1,      1,   0.046670,  9.785,  43.86054, 5679.00,   1.09, 794.6370000
                 HATS-9 b,                 HATS-9,      1,      1,   0.031200, 13.850,   unknown, 5599.00,   1.56, 638.7000000
              HD 100655 b,              HD 100655,      2,      1,   0.680000,unknown, 511.70630, 4891.00,  10.06, 137.1780000
              HD 100777 b,              HD 100777,      1,      1,   1.030000,unknown, 327.36490, 5533.00,   1.04,  49.5336000
               HD 10180 c,               HD 10180,      1,      6,   0.064120,unknown,  13.22173, 5911.00,   1.11,  38.9607000
               HD 10180 d,               HD 10180,      1,      6,   0.128590,unknown,  12.01397, 5911.00,   1.11,  38.9607000
               HD 10180 e,               HD 10180,      1,      6,   0.269900,unknown,  25.58532, 5911.00,   1.11,  38.9607000
               HD 10180 f,               HD 10180,      1,      6,   0.492900,unknown,  22.94733, 5911.00,   1.11,  38.9607000
               HD 10180 g,               HD 10180,      1,      6,   1.427000,unknown,  23.26516, 5911.00,   1.11,  38.9607000
               HD 10180 h,               HD 10180,      1,      6,   3.381000,unknown,  65.66368, 5911.00,   1.11,  38.9607000
              HD 101930 b,              HD 101930,      2,      1,   0.300000,unknown,  79.45750, 5108.00,   0.86,  30.0274000
              HD 102117 b,              HD 102117,      1,      1,   0.150000,unknown,  54.03110, 5655.00,   1.23,  39.5792000
              HD 102195 b,              HD 102195,      1,      1,   0.050000,unknown, 130.31030, 5301.00,   0.82,  29.3386000
              HD 102272 b,              HD 102272,      1,      1,   0.510000,unknown,1570.08020, 4790.00,  10.30, 347.0970000
              HD 102329 b,              HD 102329,      1,      2,   1.810000,unknown,2593.49280, 4745.00,   9.82, 217.1070000
              HD 102365 b,              HD 102365,      2,      1,   0.460000,unknown,  16.00000, 5630.00,unknown,   9.2894000
              HD 102843 b,              HD 102843,      1,      1,   4.074000,unknown, 113.90000, 5436.00,unknown,  62.7580000
              HD 102956 b,              HD 102956,      2,      1,   0.080700,unknown, 305.11680, 4985.00,   4.55, 121.8900000
              HD 103197 b,              HD 103197,      1,      1,   0.250000,unknown,  28.60470, 5250.00,   0.88,  57.1463000
              HD 103720 b,              HD 103720,      1,      1,   0.049800,unknown, 197.04600, 5017.00,   0.73,  45.5352000
              HD 103774 b,              HD 103774,      2,      1,   0.070000,unknown, 116.00000, 6489.00,unknown,  56.4089000
              HD 103891 b,              HD 103891,      1,      1,   3.270000,unknown, 457.67291, 6072.00,   2.22,  55.5213000
              HD 103949 b,              HD 103949,      1,      1,   0.439000,unknown,  11.20000, 4792.00,unknown,  26.4997000
              HD 104067 b,              HD 104067,      1,      1,   0.260000,unknown,  50.85280, 4937.00,   0.74,  20.3632000
               HD 10442 b,               HD 10442,      1,      1,   2.010000,unknown, 472.61321, 4912.00,   1.97, 135.3740000
              HD 104985 b,              HD 104985,      1,      1,   0.950000,unknown,2637.90000, 4877.00,  11.00, 100.5760000
              HD 105779 b,              HD 105779,      1,      1,   3.380000,unknown, 203.41018, 5792.00,   0.94,  55.2411000
              HD 106252 b,              HD 106252,      1,      1,   2.610000,unknown,2202.56190, 5874.00,   1.10,  38.1850000
              HD 106270 b,              HD 106270,      1,      1,   3.340000,unknown,3219.61790, 5509.00,   2.66,  93.8080000
              HD 106315 b,              HD 106315,      1,      2,   0.090700,  2.440,  12.60000, 6327.00,   1.30, 109.3530000
              HD 106315 c,              HD 106315,      1,      2,   0.153600,  4.350,  15.20000, 6327.00,   1.30, 109.3530000
               HD 10647 b,               HD 10647,      1,      1,   2.015000,unknown, 298.75000, 6218.00,   1.10,  17.3357000
            HD 106515 A b,            HD 106515 A,      2,      1,   4.590000,unknown,3054.22000, 5362.00,   1.62,  34.0915000
              HD 106906 b,              HD 106906,      1,      1, 650.000000,unknown,3496.00000, 6516.00,unknown, 103.0290000
               HD 10697 b,               HD 10697,      1,      1,   2.140000,unknown,2028.70889, 5600.00,   1.79,  33.1205000
              HD 107148 b,              HD 107148,      2,      2,   0.269000,unknown,  66.74100, 5797.00,unknown,  49.4156000
              HD 107148 c,              HD 107148,      2,      2,   0.140700,unknown,  19.89606, 5752.92,   1.17,  49.4156000
              HD 108147 b,              HD 108147,      1,      1,   0.102000,unknown,  82.95000, 6255.73,   1.21,  38.9200000
              HD 108236 b,              HD 108236,      1,      5,   0.045270,  1.615,   unknown, 5660.00,   0.88,  64.5978000
              HD 108236 c,              HD 108236,      1,      5,   0.062000,  2.071,   unknown, 5660.00,   0.88,  64.5978000
              HD 108236 d,              HD 108236,      1,      5,   0.107400,  2.539,   unknown, 5660.00,   0.88,  64.5978000
              HD 108236 e,              HD 108236,      1,      5,   0.136700,  3.083,   unknown, 5660.00,   0.88,  64.5978000
              HD 108236 f,              HD 108236,      1,      5,   0.175800,  2.017,   unknown, 5660.00,   0.88,  64.5978000
              HD 108341 b,              HD 108341,      2,      1,   2.000000,unknown,1112.40000, 5122.00,   0.79,  48.9102000
              HD 108863 b,              HD 108863,      1,      1,   1.320000,unknown, 767.24162, 4878.00,   5.74, 164.7420000
              HD 108874 b,              HD 108874,      1,      2,   1.040000,unknown, 451.31860, 5600.00,   1.05,  59.5175000
              HD 108874 c,              HD 108874,      1,      2,   2.659000,unknown, 314.64000, 5551.00,unknown,  59.5175000
              HD 109246 b,              HD 109246,      1,      1,   0.330000,unknown, 273.33380, 5844.00,   1.07,  67.8349000
              HD 109271 b,              HD 109271,      1,      2,   0.079000,unknown,  17.16200, 5783.00,unknown,  55.8716000
              HD 109271 c,              HD 109271,      1,      2,   0.196000,unknown,  24.15400, 5783.00,unknown,  55.8716000
              HD 109286 b,              HD 109286,      1,      1,   1.259000,unknown, 950.30694, 5694.00,   1.09,  55.4156000
              HD 109749 b,              HD 109749,      2,      1,   0.061500,unknown,  85.81410, 5824.00,   1.22,  63.0821000
               HD 10975 b,               HD 10975,      1,      1,   0.950000,unknown, 143.02278, 4840.00,  11.16, 116.5060000
              HD 110014 b,              HD 110014,      1,      1,   2.140000,unknown,3524.59000, 4445.00,  20.90, 100.7580000
              HD 110082 b,              HD 110082,      2,      1,   0.113000,  3.200,   unknown, 6200.00,   1.19, 105.0960000
              HD 110113 b,              HD 110113,      1,      2,   0.035000,  2.050,   4.55000, 5732.00,   0.97, 106.3070000
              HD 110113 c,              HD 110113,      1,      2,   0.068000,unknown,  10.50000, 5732.00,   0.97, 106.3070000
              HD 111232 b,              HD 111232,      1,      1,   1.970000,unknown,2269.30620, 5512.00,   0.90,  28.9571000
              HD 111591 b,              HD 111591,      1,      1,   2.500000,unknown,1398.45200, 4884.00,   8.03, 114.1660000
              HD 111998 b,              HD 111998,      1,      1,   1.820000,unknown,1433.41330, 6557.00,   1.45,  33.2237000
              HD 112640 b,              HD 112640,      1,      1,   1.700000,unknown,1589.15000, 4155.00,  39.00, 323.3350000
              HD 113337 b,              HD 113337,      1,      1,   0.920000,unknown, 899.42000, 6576.60,   1.50,  36.1800000
              HD 113538 b,              HD 113538,      1,      2,   1.240000,unknown, 114.41000, 4462.00,   0.53,  16.2817000
              HD 113538 c,              HD 113538,      1,      2,   2.440000,unknown, 295.57000, 4462.00,   0.53,  16.2817000
              HD 113996 b,              HD 113996,      2,      1,   1.600000,unknown,2002.32900, 4181.00,  25.11, 116.3340000
              HD 114386 b,              HD 114386,      1,      1,   1.730000,unknown, 362.32620, 4836.00,   0.76,  27.9243000
              HD 114613 b,              HD 114613,      1,      1,   5.340000,unknown, 113.46531, 5641.00,   2.14,  20.2836000
              HD 114729 b,              HD 114729,      2,      1,   2.067000,unknown, 262.20975, 5844.00,   1.47,  37.8063000
              HD 114762 b,              HD 114762,      2,      1,   0.360000,unknown,3397.60270, 5869.00,   1.20,  40.1949000
              HD 114783 b,              HD 114783,      1,      2,   1.160000,unknown, 349.60000, 5135.00,unknown,  21.0628000
               HD 11506 b,               HD 11506,      1,      2,   2.900000,unknown,1535.11890, 6030.00,   1.34,  51.2610000
               HD 11506 c,               HD 11506,      1,      2,   0.774000,unknown, 129.67464, 6030.00,   1.34,  51.2610000
              HD 115954 b,              HD 115954,      1,      1,   5.000000,unknown,2634.79749, 5957.00,   1.21,  87.6437000
              HD 116029 b,              HD 116029,      2,      2,   1.650000,unknown, 444.96200, 4819.00,   4.89, 123.2450000
              HD 117207 b,              HD 117207,      1,      1,   3.787000,unknown, 612.14058, 5732.00,   1.07,  32.3547000
               HD 11755 b,               HD 11755,      1,      1,   1.090000,unknown,1789.38290, 4312.00,  20.58, 235.0450000
              HD 117618 b,              HD 117618,      1,      1,   0.180000,unknown,  55.30242, 5990.00,unknown,  37.7781000
              HD 118203 b,              HD 118203,      1,      1,   0.070000,unknown, 886.74570, 5864.00,   2.06,  92.2589000
               HD 11964 b,               HD 11964,      2,      2,   3.160000,unknown, 198.00000, 5303.00,   2.01,  33.5369000
               HD 11964 c,               HD 11964,      2,      2,   0.229000,unknown,  25.00000, 5303.00,   2.01,  33.5369000
               HD 11977 b,               HD 11977,      1,      1,   1.930000,unknown,2080.00000, 4970.00,  10.09,  67.9331000
              HD 120084 b,              HD 120084,      1,      1,   4.300000,unknown,1430.20000, 4892.00,   9.12, 103.0440000
              HD 121504 b,              HD 121504,      1,      1,   0.330000,unknown, 479.92330, 6027.00,   1.07,  41.6592000
              HD 124330 b,              HD 124330,      1,      1,   0.860000,unknown, 238.37131, 5873.00,unknown,  60.1977000
               HD 12484 b,               HD 12484,      1,      1,   0.297000,unknown, 947.13340, 5920.00,unknown,  48.3367000
              HD 125595 b,              HD 125595,      1,      1,   0.080000,unknown,   6.35660, 4691.00,   0.74,  28.1989000
              HD 125612 b,              HD 125612,      2,      3,   1.372000,unknown, 985.27300, 5841.00,   1.05,  57.6207000
              HD 125612 c,              HD 125612,      2,      3,   0.052400,unknown,  17.48065, 5841.00,   1.05,  57.6207000
              HD 125612 d,              HD 125612,      2,      3,   4.060000,unknown,2313.80240, 5841.00,   1.05,  57.6207000
               HD 12648 b,               HD 12648,      1,      1,   0.540000,unknown, 622.94680, 4835.00,  11.02, 182.1920000
